Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume
FFHT2045VWi,FFHT2045V*,469.0,24.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,19.541666666666668
LFHD2251TF0,20462151*,660.0,26.8,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.62686567164179
FPFU19F8WF,EI33AF80W*,547.0,33.2,(9I.) Upright freezers with automatic defrost with an automatic icemaker,16.47590361445783
FPRU19F8WF,FPRU19F8W*,301.0,18.8,(3A.) All-refrigerators - automatic defrost,16.01063829787234
FFHT2021QW0I,FFHT2033V*,470.0,24.3,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,19.34156378600823
FFFC20M4TW,FFFC20M4TW,361.0,34.8,(10.) Chest freezers and all other freezers except compact freezers,10.373563218390805
FFFC15M4TW,FFFC15M4TW,296.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.384615384615385
EBRC1814VWi,FFTR1814W*,494.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.454545454545453
FPHT2097VF0,FPHT2097V*,385.0,24.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,15.975103734439832
FPHT2097VF0i,FPHT2097V*,469.0,24.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,19.46058091286307
FRSS2333AS0,FRSS2333A*,615.0,28.3,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.73144876325088
GRSC2352AF0,GRSC2352A*,615.0,28.3,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.73144876325088
COBG2353AF0,GRFG2353A*,598.0,28.7,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,20.83623693379791
COBS2823AS0,FRFS2823A*,725.0,34.7,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.89337175792507
COBN2853AF0,GRFN2853A*,652.0,35.4,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,18.418079096045197
FFUF2021AW0,FFUF2021A*,478.0,35.1,(9.) Upright freezers with automatic defrost without an automatic icemaker,13.618233618233617
FFUM2021AW0,FFUM2021A*,355.0,36.1,(8.) Upright freezers with manual defrost,9.833795013850414
COBS2883AF0,PRFS2883A*,725.0,34.7,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.89337175792507
COBC2353AF0,20522287,670.0,28.0,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.928571428571427
COBC2383AF0,PRFC2383A*,670.0,28.0,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.928571428571427
COBC2393AS0,ERFC2393A*,670.0,28.0,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.928571428571427
FPRU19F7WF0,FPRU19F7W*,301.0,18.8,(3A.) All-refrigerators - automatic defrost,16.01063829787234
FRAE2024AW1,FRAE2024A*,308.0,20.0,(3A.) All-refrigerators - automatic defrost,15.4
FRSS23L3AF0,FRSS23L3A*,615.0,28.3,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.73144876325088
FC2-660FDR.E,FFHT1822UB,360.0,20.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.307692307692307
FC2-660FDR.E,FFHT1822UW,360.0,20.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.307692307692307
FC2-660.E,FFHT1822UB,360.0,20.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.307692307692307
FC2-660.E,FFHT1822UV,360.0,20.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.307692307692307
FGBC5334VS,FGBC5334VS,307.0,5.3,(13A.) Compact all-refrigerators - automatic defrost,57.924528301886795
BD1-25l,FFCS0922AW,217.0,15.3,(10.) Chest freezers and all other freezers except compact freezers,14.183006535947712
DL1-11N,FFPA3322U*,259.0,3.2,(13A.) Compact all-refrigerators - automatic defrost,80.9375
DF2-11,FFPS3133U*,320.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,84.21052631578948
HS-169SEN(N2),FFBC4622QS,300.0,4.6,(13A.) Compact all-refrigerators - automatic defrost,65.21739130434783
JG50AEB1,EI24BC15VS,296.0,5.1,(13A.) Compact all-refrigerators - automatic defrost,58.03921568627452
FN1-550,FFFU16F2VW,461.0,27.3,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.886446886446887
FN1-480,FFFU13F2VW,424.0,22.9,(9.) Upright freezers with automatic defrost without an automatic icemaker,18.515283842794762
DL1-112FDR,FFPA3322UM,259.0,3.2,(13A.) Compact all-refrigerators - automatic defrost,80.9375
DF2-160FDR,FFPS4533U*,327.0,5.4,(12.) Compact refrigerator-freezers - partial automatic defrost,60.55555555555555
DF2-110FDR,FFPS3133UM,320.0,3.7,(12.) Compact refrigerator-freezers - partial automatic defrost,86.48648648648648
DD1-210FDR,FFUM0623AW,281.0,10.4,(16.) Compact upright freezers with manual defrost,27.01923076923077
DD1-210FDR,FFFU06M1TW,281.0,10.4,(16.) Compact upright freezers with manual defrost,27.01923076923077
DF2-11FDR,FRPA4423AU,269.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,61.13636363636363
DF1-090FDR,FRPR2712AB,214.0,2.7,(11A.) Compact all-refrigerators - manual defrost,79.25925925925925
FN1-660,FFFU18F2VW,500.0,31.7,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.772870662460567
FC2-37,FFET1022U*,297.0,12.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,24.34426229508197
FC2-44,FFET1222U*,310.0,14.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,22.142857142857142
HS-933C(NZ),FFFC25M4TW,426.0,43.6,(10.) Chest freezers and all other freezers except compact freezers,9.770642201834862
HS-739C(NZ),FFFC20M4TW,361.0,34.8,(10.) Chest freezers and all other freezers except compact freezers,10.373563218390805
GRMC2273CD,GRMC2273C*,668.0,27.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.942652329749105
GRMC2273BF,GRMC2273B*,668.0,27.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.942652329749105
FFHT1425VW,K00462152*,332.0,16.9,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.644970414201186
FFTR1425VWI,FFTR1425V*,453.0,16.9,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,26.804733727810653
FFHT1425VW,FFHT1425V*,332.0,16.9,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.644970414201186
FG4H2272UF,FG4H2272UF,667.0,27.7,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.07942238267148
FRFG1723AV,FRFG1723A*,543.0,21.8,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.908256880733944
PRMC2285AF,ERMC2295A*,667.0,27.7,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.07942238267148
K 2602,K 2612 Vi,254.0,13.0,(3A-BI.) Built-in All-refrigerators - automatic defrost,19.53846153846154
KF 2982,KF 2982 SF,579.0,22.9,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.283842794759828
F 2412,F 2412 SF,404.0,14.9,(9-BI.) Built-In Upright freezers with automatic defrost without an automatic icemaker,27.114093959731544
K 2902,K 2912 SF,312.0,20.6,(3A-BI.) Built-in All-refrigerators - automatic defrost,15.145631067961164
K 2902,K 2902 SF,312.0,20.6,(3A-BI.) Built-in All-refrigerators - automatic defrost,15.145631067961164
KF 2802,KF 2812 Vi,470.0,18.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.0
KF 2912,KF 2912 Vi,504.0,23.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.91304347826087
KF 2912,KF 2902 Vi,504.0,23.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.91304347826087
KF 2912,KF 2912 SF,504.0,23.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.91304347826087
HF 861,FNS 37492 iE,439.0,13.7,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,32.043795620437955
HC 1540,KFN 9855iDE,433.0,18.7,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.155080213903744
HRB 1120,KS37472 iD,283.0,10.9,(3A-BI.) Built-in All-refrigerators - automatic defrost,25.963302752293576
KFN 15943 DE,KFN 15943 DE,496.0,19.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.699481865284973
K 2601,K 2601 Vi,264.0,13.0,(3A-BI.) Built-in All-refrigerators - automatic defrost,20.307692307692307
K 2601,K 2611 Vi,264.0,13.0,(3A-BI.) Built-in All-refrigerators - automatic defrost,20.307692307692307
KF 2981,KF 2981 Vi,585.0,22.9,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.54585152838428
F 2471,F 2471 SF,428.0,13.5,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,31.703703703703702
K 2601,K 2601 SF,264.0,13.0,(3A-BI.) Built-in All-refrigerators - automatic defrost,20.307692307692307
K 2901,K 2901 SF,313.0,20.6,(3A-BI.) Built-in All-refrigerators - automatic defrost,15.194174757281552
KF 2801,KF 2801 Vi,498.0,18.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.48936170212766
KF 2801,KF 2811 SF,498.0,18.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.48936170212766
KF 2911,KF 2911 Vi,531.0,23.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.08695652173913
KF 2911,KF 2901 SF,531.0,23.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.08695652173913
KF 2911,KF 2911 SF,531.0,23.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.08695652173913
XS8990TS,F7PBM36S1-R,571.0,21.7,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.31336405529954
XS8990TS,BKI36Bi-LS,571.0,21.7,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.31336405529954
XS8990TS,BKI36B-RS,487.0,21.7,(5-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,22.442396313364057
XS7490TS,BKI30Bi-LS,565.0,17.2,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,32.848837209302324
XS7490TS,BKI30B-RS,481.0,17.2,(5-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,27.96511627906977
S8990TST,BI36Bi-LO,580.0,21.7,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.72811059907834
S8990TST,BI36B-RO,496.0,21.7,(5-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,22.857142857142858
S7490TST,BI30Bi-LO,575.0,17.2,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,33.43023255813954
S7490TST,BI30B-RO,491.0,17.2,(5-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,28.546511627906977
XS7490TS,FP30BI-RS,565.0,17.2,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,32.848837209302324
XS7490TS,FP30BI-LS,565.0,17.2,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,32.848837209302324
XS8990TS,FP36Bi-RS,571.0,21.7,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.31336405529954
XS8990TS,FP36Bi-LS,571.0,21.7,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.31336405529954
BV024,UHRE124-BS81A,310.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.3859649122807
BV024,UHRE124-SS81A,310.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.3859649122807
524G,UHRE524-SS81A,305.0,5.2,(13A.) Compact all-refrigerators - automatic defrost,58.65384615384615
524G,UHRE524-SG81A,305.0,5.2,(13A.) Compact all-refrigerators - automatic defrost,58.65384615384615
524G,UHRE524-IS81A,305.0,5.2,(13A.) Compact all-refrigerators - automatic defrost,58.65384615384615
524G,UHRE524-IG81A,305.0,5.2,(13A.) Compact all-refrigerators - automatic defrost,58.65384615384615
FZ124B,UOFZ124-SS01B,390.0,8.4,(17.) Compact upright freezers with automatic defrost,46.42857142857142
FZ124B,UHFZ124-BS01B,390.0,8.4,(17.) Compact upright freezers with automatic defrost,46.42857142857142
BV024,MLWC024-SG01A,278.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,48.771929824561404
RI124,UHRI124-WS01A,579.0,5.6,(14I.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker,103.39285714285715
RI124,UHRI124-SS01A,579.0,5.6,(14I.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker,103.39285714285715
RF124,UHRF124-WS01A,495.0,5.6,(14.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer,88.39285714285715
RF124,UHRF124-SS01A,495.0,5.6,(14.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer,88.39285714285715
RF124,UHRF124-IS01A,495.0,5.6,(14.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer,88.39285714285715
RF124,UHRF124-BS01A,495.0,5.6,(14.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer,88.39285714285715
RI121,UARI121-WS01A,567.0,3.9,(14I.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker,145.3846153846154
RE124,UHBV024-SS01A,245.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,42.98245614035088
BV024,UHRE124-SG01A,310.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.3859649122807
RE124,UHRE124-SS01A,245.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,42.98245614035088
RE124,UHRE124-IS01A,245.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,42.98245614035088
1224BEVB,UHWC124-SG01A,305.0,5.5,(13A.) Compact all-refrigerators - automatic defrost,55.45454545454545
1224BEVB,UHWC124-IG01A,305.0,5.5,(13A.) Compact all-refrigerators - automatic defrost,55.45454545454545
