Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Total_Adjusted_Volume__Cubic_Feet__d,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Refrigerated_Volume__ft3__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-03,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-04,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-04,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-05,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-05,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-06,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-06,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-07,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-07,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-08,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
IKEA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in41-09,IRT134FD*0*,17.3,420.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-09,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-09,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-10,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-10,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
IKEA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in41-11,IRT134FD*0*,17.3,420.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in41-11,WRT134TFD*0*,17.3,420.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-11,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
IKEA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-04,IRT138FD*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,IRT138FD.0.
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-04,ART348FFF***,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-04,WRT148FZD*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-04,WRT348FME*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT348FME.0.
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-04,ART348FFF***,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-04,WRT148FZD*,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-05,WRT148FZD*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-05,WRT348FME*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT348FME.0.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-06,WRT348FME*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT348FME.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-06,WRT148FZD*,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-07,ART348FFF***,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-07,WRT148FZD*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-07,ART348FFF***,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
IKEA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-08,IRT138FD*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,IRT138FD.0.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-08,WRT348FME*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT348FME.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-08,WRT148FZD*,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-09,WRT348FME*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT348FME.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-09,WRT148FZD*,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
IKEA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-10,IRT138FD*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,IRT138FD.0.
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-10,ART348FFF***,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-11,ART348FFF***,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
IKEA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-12,IRT138FD*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,IRT138FD.0.
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-12,ART348FFF***,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-12,WRT148FZD*,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-12,ART348FFF***,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-13,WRT148FZD*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-13,WRT348FME*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT348FME.0.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-14,WRT148FZD*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-14,WRT348FME*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT348FME.0.
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-14,ART348FFF***,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n90-05,WRT549SZD*,23.1,378.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in90-06,WRT549SZD*,23.1,462.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n90-07,WRT549SZD*,23.1,378.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in90-08,WRT549SZD*,23.1,462.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n90-09,WRT549SZD*,23.1,378.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in90-11,WRT549SZD*,23.1,462.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n90-11,WRT549SZD*,23.1,378.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in90-13,WRT549SZD*,23.1,462.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n90-13,WRT549SZD*,23.1,378.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT549SZD.
KENMORE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-09,7934***,27.0,584.0,22.1,No,No,https://www.kenmore.com/energyguide/,7934...
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-09,WRB322DMH*,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,WRB322DMH.
KENMORE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-10,7934***,27.0,584.0,22.1,No,No,https://www.kenmore.com/energyguide/,7934...
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-10,WRB322DMH*,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,WRB322DMH.
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-11,WRB322DMH*,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,WRB322DMH.
KENMORE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-12,7934***,27.0,584.0,22.1,No,No,https://www.kenmore.com/energyguide/,7934...
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-12,WRB322DMH*,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,WRB322DMH.
KENMORE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-13,7934***,27.0,584.0,22.1,No,No,https://www.kenmore.com/energyguide/,7934...
KENMORE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-14,7934***,27.0,584.0,22.1,No,No,https://www.kenmore.com/energyguide/,7934...
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-14,MBF2258FE***,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,MBF2258FE...
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-14,WRB322DMH*,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,WRB322DMH.
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-15,WRB322DMH*,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,WRB322DMH.
KENMORE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-16,7934***,27.0,584.0,22.1,No,No,https://www.kenmore.com/energyguide/,7934...
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-16,MBF2258FE***,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,MBF2258FE...
KENMORE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-17,7934***,27.0,584.0,22.1,No,No,https://www.kenmore.com/energyguide/,7934...
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-17,MBF2258FE***,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,MBF2258FE...
KENMORE,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j91-08,6935*,23.0,469.0,18.7,No,No,https://www.kenmore.com/energyguide/,6935.
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-08,WRB329*FB*,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,WRB329.FB.
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-08,MBR1957FE***,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,MBR1957FE...
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-08,MBL1957FE***,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,MBL1957FE...
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-08,MBL1957DE*,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,MBL1957DE.
