Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Total_Adjusted_Volume__Cubic_Feet__d,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Refrigerated_Volume__ft3__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,5w3in80-18,WRT138FZD*,22.1,455.0,18.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-54,WRT318FZD***,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-54,WRT108FZD*0*,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-54,ART318FFD*,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-54,WRT108FZD*0*,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-54,WRT108FFD***,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-54,ART308FFD*,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,6w3n80-32,WRT518SZKV***,20.7,400.0,17.6,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,6w3in80-32,WRT518SZF***,20.7,484.0,17.6,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n60-18,WRT106TFD*0*,19.0,387.0,16.0,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n60-18,ART106TFD*0*,19.0,387.0,16.0,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in60-18,ART106TFD*0*,19.0,471.0,16.0,No,No,https://www.whirlpool.com/services/manuals.html
Hisense,(18.) Compact chest freezers,FC50D6EWE,LFC050N6AWE,8.9,196.0,5.0,No,No,https://www.hisense-usa.com/support/
BEKO,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,G91626NWLU,BFFD3626ZSS,24.7,565.0,19.8,No,No,By annual report date
PREMIUM LEVELLA,(10.) Chest freezers and all other freezers except compact freezers,BD-282JU,PFR10400X,17.6,233.0,10.0,No,No,https://premiumlevella.com/wp-content/uploads/2022/07/PFR10400X_energy_guide.pdf
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,8W5A70-12,KRFF577K**0*,33.0,710.0,27.0,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,8W5A70-12,WRF757SDH*0*,33.0,710.0,27.0,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,8W5A71-10,WRF767SDH*0*,33.0,710.0,27.0,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at60-10,MFX2676FR***,32.1,772.0,26.2,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at60-10,MFX2876DR***,32.1,772.0,26.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at60-10,WRX988SIB*,32.1,772.0,26.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,7W4iP50-06,MSS25N4MK***,32.4,658.0,25.1,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,7W4iP50-06,WRSA15SN**0*,32.4,658.0,25.1,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,7w7t42-03,WRS335SDH*0*,31.5,640.0,24.6,No,No,https://www.whirlpool.com/services/manuals.html
IKEA,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,7w7t42-03,IRS335SDH*0*,31.5,640.0,24.6,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,7W4P50-06,MSS25N4MK***,32.4,574.0,25.1,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,8w7t10-03,WRS331SDH*0*,26.5,602.0,21.4,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,4w7Z10-22,WRSA71CIH*0*,25.9,654.0,20.6,No,No,https://www.whirlpool.com/services/manuals.html
KENMORE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,4w7Z10-22,5178*61*,25.9,654.0,20.6,No,No,https://www.kenmore.com/energyguide/
KENMORE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,4w7Z10-22,5178*41*,25.9,654.0,20.6,No,No,https://www.kenmore.com/energyguide/
SMAD,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,RF-510W,DDT-510W*A1U,21.4,365.0,18.2,No,No,By annual report date
Insignia,(11A.) Compact all-refrigerators - manual defrost,BC-122DJ1NA1/HC1(Y),NS-CF44SS#***,4.4,228.0,4.4,No,No,By annual report date
Insignia,(11A.) Compact all-refrigerators - manual defrost,BC-94DJ1NA1A/HC1(Y),NS-CF33SS#***,3.3,220.0,3.3,No,No,By annual report date
Insignia,(11A.) Compact all-refrigerators - manual defrost,BC-94DJ1NA1A/HC1(Y),NS-CF33SS3,3.3,220.0,3.3,No,No,By annual report date
Insignia,(11A.) Compact all-refrigerators - manual defrost,BC-94DJ1NA1A/HC1(Y),NS-CF33BK#***,3.3,220.0,3.3,No,No,By annual report date
KENMORE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-23,7947*41*,24.5,618.0,19.7,No,No,https://www.kenmore.com/energyguide/
IKEA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-23,IX5BBEXD*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-23,WRF560SEY*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-23,WRFA60SMH*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/O/*,CL3650R/O/L,22.8,411.0,22.8,No,No,https://haven.subzero.com/AssetLink/2l0563do3su8tmneagf6k5pe3ygbvw3u.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/O/*,CL3650R/O/R,22.8,411.0,22.8,No,No,https://haven.subzero.com/AssetLink/2l0563do3su8tmneagf6k5pe3ygbvw3u.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/O/*,CL3650RID/O/L,22.8,411.0,22.8,No,No,https://haven.subzero.com/AssetLink/2l0563do3su8tmneagf6k5pe3ygbvw3u.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/O/*,CL3650RID/O/R,22.8,411.0,22.8,No,No,https://haven.subzero.com/AssetLink/2l0563do3su8tmneagf6k5pe3ygbvw3u.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/S/*/*,CL3650R/S/P/L,22.8,370.0,22.8,No,No,https://haven.subzero.com/AssetLink/1fs3pb47vu5g2pc2783xomsd32y826e7.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/S/*/*,CL3650R/S/T/L,22.8,370.0,22.8,No,No,https://haven.subzero.com/AssetLink/1fs3pb47vu5g2pc2783xomsd32y826e7.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/S/*/*,CL3650R/S/T/R,22.8,370.0,22.8,No,No,https://haven.subzero.com/AssetLink/1fs3pb47vu5g2pc2783xomsd32y826e7.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/S/*/*,CL3650RID/S/P/R,22.8,370.0,22.8,No,No,https://haven.subzero.com/AssetLink/1fs3pb47vu5g2pc2783xomsd32y826e7.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/S/*/*,CL3650RID/S/T/L,22.8,370.0,22.8,No,No,https://haven.subzero.com/AssetLink/1fs3pb47vu5g2pc2783xomsd32y826e7.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R**/S/*/*,CL3650RID/S/T/R,22.8,370.0,22.8,No,No,https://haven.subzero.com/AssetLink/1fs3pb47vu5g2pc2783xomsd32y826e7.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R*/*/*/*,CL3650RG/O/R,22.9,412.0,22.9,No,No,https://haven.subzero.com/AssetLink/k1jd65tin5m65pk3x57xy3732qvvwb64.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R*/*/*/*,CL3650RG/S/P/L,22.9,412.0,22.9,No,No,https://haven.subzero.com/AssetLink/k1jd65tin5m65pk3x57xy3732qvvwb64.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R*/*/*/*,CL3650RG/S/T/L,22.9,412.0,22.9,No,No,https://haven.subzero.com/AssetLink/k1jd65tin5m65pk3x57xy3732qvvwb64.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R*/*/*/*,CL3650RG/S/T/R,22.9,412.0,22.9,No,No,https://haven.subzero.com/AssetLink/k1jd65tin5m65pk3x57xy3732qvvwb64.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R*/*/*/*,CL3650RA/O/R,22.9,412.0,22.9,No,No,https://haven.subzero.com/AssetLink/k1jd65tin5m65pk3x57xy3732qvvwb64.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R*/*/*/*,CL3650RA/S/P/L,22.9,412.0,22.9,No,No,https://haven.subzero.com/AssetLink/k1jd65tin5m65pk3x57xy3732qvvwb64.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R*/*/*/*,CL3650RA/S/T/L,22.9,412.0,22.9,No,No,https://haven.subzero.com/AssetLink/k1jd65tin5m65pk3x57xy3732qvvwb64.pdf
Sub-Zero,(3A-BI.) Built-in All-refrigerators - automatic defrost,CL3650R*/*/*/*,CL3650RA/S/T/R,22.9,412.0,22.9,No,No,https://haven.subzero.com/AssetLink/k1jd65tin5m65pk3x57xy3732qvvwb64.pdf
Sub-Zero,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,CL3650F/O/*,CL3650F/O/L,36.2,702.0,20.6,No,No,https://haven.subzero.com/AssetLink/32bmfe2c1y84ybdp61g3b05s785vy262.pdf
Sub-Zero,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,CL3650F/O/*,CL3650F/O/R,36.2,702.0,20.6,No,No,https://haven.subzero.com/AssetLink/32bmfe2c1y84ybdp61g3b05s785vy262.pdf
Sub-Zero,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,CL3650F/S/*/*,CL3650F/S/T/L,36.2,640.0,20.6,No,No,https://haven.subzero.com/AssetLink/gj62qvri13h7hp7w1012m477o4yue4m4.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3050U**/S/*/*,CL3050U/S/T/L,20.1,557.0,16.9,No,No,https://haven.subzero.com/AssetLink/5q42ds284r40i226t28473nqo4db08e7.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3050U**/S/*/*,CL3050U/S/T/R,20.1,557.0,16.9,No,No,https://haven.subzero.com/AssetLink/5q42ds284r40i226t28473nqo4db08e7.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3050U**/S/*/*,CL3050UID/S/P/R,20.1,557.0,16.9,No,No,https://haven.subzero.com/AssetLink/5q42ds284r40i226t28473nqo4db08e7.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3050U*/*/*/*,CL3050UG/O/L,20.2,611.0,17.0,No,No,https://haven.subzero.com/AssetLink/sfkdm323hinu652ytl811843251l541f.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3050U*/*/*/*,CL3050UG/S/P/R,20.2,611.0,17.0,No,No,https://haven.subzero.com/AssetLink/sfkdm323hinu652ytl811843251l541f.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3050U*/*/*/*,CL3050UA/O/L,20.2,611.0,17.0,No,No,https://haven.subzero.com/AssetLink/sfkdm323hinu652ytl811843251l541f.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3050U*/*/*/*,CL3050UA/S/P/R,20.2,611.0,17.0,No,No,https://haven.subzero.com/AssetLink/sfkdm323hinu652ytl811843251l541f.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U**/O/*,CL3650U/O/L,24.7,653.0,20.8,No,No,https://haven.subzero.com/AssetLink/46cy354xm4a1d1l30f23up5j3tha313g.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U**/O/*,CL3650UID/O/R,24.7,653.0,20.8,No,No,https://haven.subzero.com/AssetLink/46cy354xm4a1d1l30f23up5j3tha313g.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U**/S/*/*,CL3650U/S/T/L,24.7,596.0,20.8,No,No,https://haven.subzero.com/AssetLink/5bl7nu77031l0032uf06vkmi248nvedc.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U**/S/*/*,CL3650UID/S/P/R,24.7,596.0,20.8,No,No,https://haven.subzero.com/AssetLink/5bl7nu77031l0032uf06vkmi248nvedc.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U**/S/*/*,CL3650UID/S/T/R,24.7,596.0,20.8,No,No,https://haven.subzero.com/AssetLink/5bl7nu77031l0032uf06vkmi248nvedc.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U*/*/*/*,CL3650UG/O/L,24.8,654.0,20.8,No,No,https://haven.subzero.com/AssetLink/45e6pi51br1uxjndi64l82gk721313u8.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U*/*/*/*,CL3650UG/S/P/L,24.8,654.0,20.8,No,No,https://haven.subzero.com/AssetLink/45e6pi51br1uxjndi64l82gk721313u8.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U*/*/*/*,CL3650UG/S/T/R,24.8,654.0,20.8,No,No,https://haven.subzero.com/AssetLink/45e6pi51br1uxjndi64l82gk721313u8.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U*/*/*/*,CL3650UA/S/P/R,24.8,654.0,20.8,No,No,https://haven.subzero.com/AssetLink/45e6pi51br1uxjndi64l82gk721313u8.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650UFD**/*/*,CL3650UFD/O,24.5,651.0,20.5,No,No,https://haven.subzero.com/AssetLink/no15044do8h8653f63s3bw3ymt0ce4l3.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650UFD**/*/*,CL3650UFD/S/P,24.5,651.0,20.5,No,No,https://haven.subzero.com/AssetLink/no15044do8h8653f63s3bw3ymt0ce4l3.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL4250UFD**/*/*,CL4250UFD/O,29.5,698.0,24.7,No,No,https://haven.subzero.com/AssetLink/155uj0p30k16nvt80m7o6lue37x03p7u.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL4250UFD**/*/*,CL4250UFDID/O,29.5,698.0,24.7,No,No,https://haven.subzero.com/AssetLink/155uj0p30k16nvt80m7o6lue37x03p7u.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL4850UFD**/*/*,CL4850UFD/S/T,34.7,747.0,29.0,No,No,https://haven.subzero.com/AssetLink/1w3f5g1127j2mucjoriu17m671v14f0p.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL4850UFD**/*/*,CL4850UFDID/S/P,34.7,747.0,29.0,No,No,https://haven.subzero.com/AssetLink/1w3f5g1127j2mucjoriu17m671v14f0p.pdf
Sub-Zero,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL4850UFD**/*/*,CL4850UFDID/S/T,34.7,747.0,29.0,No,No,https://haven.subzero.com/AssetLink/1w3f5g1127j2mucjoriu17m671v14f0p.pdf
Sub-Zero,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,CL4250S/*/*,CL4250S/O,31.4,762.0,24.7,No,No,https://haven.subzero.com/AssetLink/mn4u3n3i21b4t6qd6d60f4g03qg443ix.pdf
Sub-Zero,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,CL4250SD/*/*,CL4250SD/O,30.7,817.0,23.9,No,No,https://haven.subzero.com/AssetLink/w3sic7r06ml536q4gah626i1lrqqafd6.pdf
Sub-Zero,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,CL4250SD/*/*,CL4250SD/S/P,30.7,817.0,23.9,No,No,https://haven.subzero.com/AssetLink/w3sic7r06ml536q4gah626i1lrqqafd6.pdf
Sub-Zero,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,CL4250SID/*/*,CL4250SID/O,31.2,760.0,24.4,No,No,https://haven.subzero.com/AssetLink/up6kc581rg88mt46r1qngfyv2x40h7vf.pdf
Sub-Zero,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,CL4250SID/*/*,CL4250SID/S/P,31.2,760.0,24.4,No,No,https://haven.subzero.com/AssetLink/up6kc581rg88mt46r1qngfyv2x40h7vf.pdf
Sub-Zero,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,CL4250SID/*/*,CL4250SID/S/T,31.2,760.0,24.4,No,No,https://haven.subzero.com/AssetLink/up6kc581rg88mt46r1qngfyv2x40h7vf.pdf
Sub-Zero,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,CL4850SD/*/*,CL4850SD/S/P,36.3,875.0,28.4,No,No,https://haven.subzero.com/AssetLink/5rb8s22xo76672cm04nha2p74p81hq5i.pdf
Sub-Zero,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,CL4850SD/*/*,CL4850SD/S/T,36.3,875.0,28.4,No,No,https://haven.subzero.com/AssetLink/5rb8s22xo76672cm04nha2p74p81hq5i.pdf
Sub-Zero,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,CL4850SID/*/*,CL4850SID/O,36.8,817.0,28.8,No,No,https://haven.subzero.com/AssetLink/7m88bgvdo6ldap45jh4x617x5jwf5i6h.pdf
Marathon,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,BCD-342W,MFF123SS,14.7,316.0,12.1,No,No,By annual report date
Marathon,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,BCD-342W,MFF123W,14.7,316.0,12.1,No,No,By annual report date
Marathon,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,BCD-282W,MFF103W,12.1,297.0,10.0,No,No,By annual report date
Marathon,(8.) Upright freezers with manual defrost,BD-408AN,MUF144,25.3,301.0,14.4,No,No,By annual report date
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz21-08,KRFF302E****,27.0,585.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
